Begin Date,Begin Time,End Date,End Time,Alarm Tag,Alarm Id,Alarm Type,Alarm Priority,Description
2016/12/01,00:23:31,2016/12/01,00:23:49,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
2016/12/01,00:23:43,2016/12/01,00:23:49,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
2016/12/01,00:23:51,2016/12/01,00:24:56,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
2016/12/01,00:24:02,2016/12/01,00:24:56,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
2016/12/01,00:24:14,2016/12/01,00:24:56,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
2016/12/01,00:24:26,2016/12/01,00:24:56,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
2016/12/01,00:24:38,2016/12/01,00:24:56,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
2016/12/01,00:24:50,2016/12/01,00:24:56,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
2016/12/01,00:24:58,2016/12/01,00:26:02,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
2016/12/01,00:25:08,2016/12/01,00:26:02,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
2016/12/01,00:25:20,2016/12/01,00:26:02,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
2016/12/01,00:25:32,2016/12/01,00:26:02,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
2016/12/01,00:25:44,2016/12/01,00:26:02,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
2016/12/01,00:25:55,2016/12/01,00:26:02,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
2016/12/01,00:26:04,2016/12/01,00:27:06,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
2016/12/01,00:26:14,2016/12/01,00:27:06,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
2016/12/01,00:26:26,2016/12/01,00:27:06,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
2016/12/01,00:26:37,2016/12/01,00:27:06,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
2016/12/01,00:26:49,2016/12/01,00:27:06,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
2016/12/01,00:27:00,2016/12/01,00:27:06,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
2016/12/01,00:27:08,2016/12/01,00:28:09,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
2016/12/01,00:27:18,2016/12/01,00:28:09,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
2016/12/01,00:27:29,2016/12/01,00:28:09,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
2016/12/01,00:27:41,2016/12/01,00:28:09,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
2016/12/01,00:27:52,2016/12/01,00:28:09,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
2016/12/01,00:28:03,2016/12/01,00:28:09,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
2016/12/01,00:28:11,2016/12/01,00:29:11,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
2016/12/01,00:28:21,2016/12/01,00:29:11,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
2016/12/01,00:28:32,2016/12/01,00:29:11,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
2016/12/01,00:28:43,2016/12/01,00:29:11,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
2016/12/01,00:28:54,2016/12/01,00:29:11,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
2016/12/01,00:29:05,2016/12/01,00:29:11,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
2016/12/01,00:29:13,2016/12/01,00:30:12,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
2016/12/01,00:29:23,2016/12/01,00:30:12,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
2016/12/01,00:29:34,2016/12/01,00:30:12,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
2016/12/01,00:29:44,2016/12/01,00:30:12,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
2016/12/01,00:29:55,2016/12/01,00:30:12,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
2016/12/01,00:30:06,2016/12/01,00:30:12,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
2016/12/01,00:30:13,2016/12/01,00:31:12,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
2016/12/01,00:30:23,2016/12/01,00:31:12,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
2016/12/01,00:30:34,2016/12/01,00:31:12,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
2016/12/01,00:30:45,2016/12/01,00:31:12,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
2016/12/01,00:30:56,2016/12/01,00:31:12,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
2016/12/01,00:31:06,2016/12/01,00:31:12,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
2016/12/01,00:31:13,2016/12/01,00:32:11,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
2016/12/01,00:31:23,2016/12/01,00:32:11,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
2016/12/01,00:31:34,2016/12/01,00:32:11,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
2016/12/01,00:31:44,2016/12/01,00:32:11,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
2016/12/01,00:31:55,2016/12/01,00:32:11,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
2016/12/01,00:32:06,2016/12/01,00:32:11,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
2016/12/01,00:32:12,2016/12/01,00:33:09,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
2016/12/01,00:32:22,2016/12/01,00:33:09,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
2016/12/01,00:32:32,2016/12/01,00:33:09,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
2016/12/01,00:32:43,2016/12/01,00:33:09,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
2016/12/01,00:32:53,2016/12/01,00:33:09,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
2016/12/01,00:33:04,2016/12/01,00:33:09,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
2016/12/01,00:33:10,2016/12/01,00:34:07,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
2016/12/01,00:33:20,2016/12/01,00:34:07,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
2016/12/01,00:33:30,2016/12/01,00:34:07,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
2016/12/01,00:33:40,2016/12/01,00:34:07,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
2016/12/01,00:33:51,2016/12/01,00:34:07,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
2016/12/01,00:34:01,2016/12/01,00:34:07,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
2016/12/01,00:34:08,2016/12/01,00:35:04,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
2016/12/01,00:34:18,2016/12/01,00:35:04,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
2016/12/01,00:34:28,2016/12/01,00:35:04,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
2016/12/01,00:34:38,2016/12/01,00:35:04,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
2016/12/01,00:34:48,2016/12/01,00:35:04,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
2016/12/01,00:34:58,2016/12/01,00:35:04,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
2016/12/01,00:35:05,2016/12/01,00:36:00,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
2016/12/01,00:35:15,2016/12/01,00:36:00,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
2016/12/01,00:35:25,2016/12/01,00:36:00,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
2016/12/01,00:35:35,2016/12/01,00:36:00,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
2016/12/01,00:35:45,2016/12/01,00:36:00,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
2016/12/01,00:35:54,2016/12/01,00:36:00,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
2016/12/01,00:36:01,2016/12/01,00:36:55,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
2016/12/01,00:36:10,2016/12/01,00:36:55,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
2016/12/01,00:36:20,2016/12/01,00:36:55,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
2016/12/01,00:36:30,2016/12/01,00:36:55,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
2016/12/01,00:36:40,2016/12/01,00:36:55,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
2016/12/01,00:36:50,2016/12/01,00:36:55,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
2016/12/01,00:36:56,2016/12/01,00:37:49,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
2016/12/01,00:37:05,2016/12/01,00:37:49,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
2016/12/01,00:37:15,2016/12/01,00:37:49,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
2016/12/01,00:37:25,2016/12/01,00:37:49,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
2016/12/01,00:37:34,2016/12/01,00:37:49,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
2016/12/01,00:37:44,2016/12/01,00:37:49,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
2016/12/01,00:37:50,2016/12/01,00:38:43,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
2016/12/01,00:37:59,2016/12/01,00:38:43,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
2016/12/01,00:38:09,2016/12/01,00:38:43,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
2016/12/01,00:38:18,2016/12/01,00:38:43,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
2016/12/01,00:38:28,2016/12/01,00:38:43,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
2016/12/01,00:38:37,2016/12/01,00:38:43,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
2016/12/01,00:38:44,2016/12/01,00:39:36,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
2016/12/01,00:38:53,2016/12/01,00:39:36,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
2016/12/01,00:39:03,2016/12/01,00:39:36,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
2016/12/01,00:39:12,2016/12/01,00:39:36,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
2016/12/01,00:39:21,2016/12/01,00:39:36,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
2016/12/01,00:39:31,2016/12/01,00:39:36,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
2016/12/01,00:39:37,2016/12/01,00:40:28,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
2016/12/01,00:39:46,2016/12/01,00:40:28,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
2016/12/01,00:39:55,2016/12/01,00:40:28,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
2016/12/01,00:40:05,2016/12/01,00:40:28,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
2016/12/01,00:40:14,2016/12/01,00:40:28,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
2016/12/01,00:40:23,2016/12/01,00:40:28,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
2016/12/01,00:40:29,2016/12/01,00:41:20,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
2016/12/01,00:40:38,2016/12/01,00:41:20,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
2016/12/01,00:40:47,2016/12/01,00:41:20,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
2016/12/01,00:40:56,2016/12/01,00:41:20,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
2016/12/01,00:41:05,2016/12/01,00:41:20,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
2016/12/01,00:41:15,2016/12/01,00:41:20,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
2016/12/01,00:41:21,2016/12/01,00:42:11,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
2016/12/01,00:41:30,2016/12/01,00:42:11,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
2016/12/01,00:41:39,2016/12/01,00:42:11,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
2016/12/01,00:41:48,2016/12/01,00:42:11,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
2016/12/01,00:41:57,2016/12/01,00:42:11,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
2016/12/01,00:42:06,2016/12/01,00:42:11,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
2016/12/01,00:42:12,2016/12/01,00:43:02,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
2016/12/01,00:42:21,2016/12/01,00:43:02,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
2016/12/01,00:42:30,2016/12/01,00:43:02,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
