Begin Date,Begin Time,End Date,End Time,Alarm Tag,Alarm ID,Combination,Alarm Type,Alarm Priority,Description
5/12/2016,2:08:51,5/12/2016,2:10:03,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,WARNING,N/A,Limit Signal 2
5/12/2016,2:09:07,5/12/2016,2:10:03,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,WARNING,N/A,Limit Signal 3
5/12/2016,2:09:23,5/12/2016,2:10:03,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,TOLERANCE,N/A,Limit Signal 4
5/12/2016,2:09:39,5/12/2016,2:10:03,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,I&C ALARM,N/A,Limit Signal 5
5/12/2016,2:09:55,5/12/2016,2:10:03,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
5/12/2016,2:10:05,5/12/2016,2:11:29,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,ALARM,N/A,Limit Signal 1
5/12/2016,2:10:19,5/12/2016,2:11:29,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,WARNING,N/A,Limit Signal 2
5/12/2016,2:10:35,5/12/2016,2:11:29,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,WARNING,N/A,Limit Signal 3
5/12/2016,2:10:51,5/12/2016,2:11:29,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,TOLERANCE,N/A,Limit Signal 4
5/12/2016,2:11:06,5/12/2016,2:11:29,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,I&C ALARM,N/A,Limit Signal 5
5/12/2016,2:11:21,5/12/2016,2:11:29,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
5/12/2016,2:11:31,5/12/2016,2:12:53,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,ALARM,N/A,Limit Signal 1
5/12/2016,2:11:45,5/12/2016,2:12:53,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,WARNING,N/A,Limit Signal 2
5/12/2016,2:12:00,5/12/2016,2:12:53,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,WARNING,N/A,Limit Signal 3
5/12/2016,2:12:15,5/12/2016,2:12:53,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,TOLERANCE,N/A,Limit Signal 4
5/12/2016,2:12:30,5/12/2016,2:12:53,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,I&C ALARM,N/A,Limit Signal 5
5/12/2016,2:12:45,5/12/2016,2:12:53,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
5/12/2016,2:12:55,5/12/2016,2:14:14,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,ALARM,N/A,Limit Signal 1
5/12/2016,2:13:08,5/12/2016,2:14:14,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,WARNING,N/A,Limit Signal 2
5/12/2016,2:13:23,5/12/2016,2:14:14,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,WARNING,N/A,Limit Signal 3
5/12/2016,2:13:38,5/12/2016,2:14:14,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,TOLERANCE,N/A,Limit Signal 4
5/12/2016,2:13:52,5/12/2016,2:14:14,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,I&C ALARM,N/A,Limit Signal 5
5/12/2016,2:14:07,5/12/2016,2:14:14,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
5/12/2016,2:14:16,5/12/2016,2:15:33,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,ALARM,N/A,Limit Signal 1
5/12/2016,2:14:29,5/12/2016,2:15:33,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,WARNING,N/A,Limit Signal 2
5/12/2016,2:14:43,5/12/2016,2:15:33,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,WARNING,N/A,Limit Signal 3
5/12/2016,2:14:57,5/12/2016,2:15:33,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,TOLERANCE,N/A,Limit Signal 4
5/12/2016,2:15:11,5/12/2016,2:15:33,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,I&C ALARM,N/A,Limit Signal 5
5/12/2016,2:15:26,5/12/2016,2:15:33,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
5/12/2016,2:15:35,5/12/2016,2:16:50,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,ALARM,N/A,Limit Signal 1
5/12/2016,2:15:47,5/12/2016,2:16:50,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,WARNING,N/A,Limit Signal 2
5/12/2016,2:16:01,5/12/2016,2:16:50,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,WARNING,N/A,Limit Signal 3
5/12/2016,2:16:15,5/12/2016,2:16:50,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,TOLERANCE,N/A,Limit Signal 4
5/12/2016,2:16:29,5/12/2016,2:16:50,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,I&C ALARM,N/A,Limit Signal 5
5/12/2016,2:16:43,5/12/2016,2:16:50,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
5/12/2016,2:16:52,5/12/2016,2:18:05,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,ALARM,N/A,Limit Signal 1
5/12/2016,2:17:04,5/12/2016,2:18:05,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,WARNING,N/A,Limit Signal 2
5/12/2016,2:17:18,5/12/2016,2:18:05,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,WARNING,N/A,Limit Signal 3
5/12/2016,2:17:31,5/12/2016,2:18:05,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,TOLERANCE,N/A,Limit Signal 4
5/12/2016,2:17:44,5/12/2016,2:18:05,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,I&C ALARM,N/A,Limit Signal 5
5/12/2016,2:17:58,5/12/2016,2:18:05,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
5/12/2016,2:18:07,5/12/2016,2:19:18,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,ALARM,N/A,Limit Signal 1
5/12/2016,2:18:19,5/12/2016,2:19:18,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,WARNING,N/A,Limit Signal 2
5/12/2016,2:18:32,5/12/2016,2:19:18,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,WARNING,N/A,Limit Signal 3
5/12/2016,2:18:45,5/12/2016,2:19:18,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,TOLERANCE,N/A,Limit Signal 4
5/12/2016,2:18:58,5/12/2016,2:19:18,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,I&C ALARM,N/A,Limit Signal 5
5/12/2016,2:19:11,5/12/2016,2:19:18,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
5/12/2016,2:19:20,5/12/2016,2:20:29,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,ALARM,N/A,Limit Signal 1
5/12/2016,2:19:31,5/12/2016,2:20:29,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,WARNING,N/A,Limit Signal 2
5/12/2016,2:19:44,5/12/2016,2:20:29,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,WARNING,N/A,Limit Signal 3
5/12/2016,2:19:57,5/12/2016,2:20:29,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,TOLERANCE,N/A,Limit Signal 4
5/12/2016,2:20:10,5/12/2016,2:20:29,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,I&C ALARM,N/A,Limit Signal 5
5/12/2016,2:20:23,5/12/2016,2:20:29,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
5/12/2016,2:20:31,5/12/2016,2:21:39,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,ALARM,N/A,Limit Signal 1
5/12/2016,2:20:42,5/12/2016,2:21:39,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,WARNING,N/A,Limit Signal 2
5/12/2016,2:20:55,5/12/2016,2:21:39,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,WARNING,N/A,Limit Signal 3
5/12/2016,2:21:07,5/12/2016,2:21:39,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,TOLERANCE,N/A,Limit Signal 4
5/12/2016,2:21:20,5/12/2016,2:21:39,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,I&C ALARM,N/A,Limit Signal 5
5/12/2016,2:21:32,5/12/2016,2:21:39,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
5/12/2016,2:21:41,5/12/2016,2:22:47,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,ALARM,N/A,Limit Signal 1
5/12/2016,2:21:52,5/12/2016,2:22:47,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,WARNING,N/A,Limit Signal 2
5/12/2016,2:22:04,5/12/2016,2:22:47,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,WARNING,N/A,Limit Signal 3
5/12/2016,2:22:16,5/12/2016,2:22:47,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,TOLERANCE,N/A,Limit Signal 4
5/12/2016,2:22:29,5/12/2016,2:22:47,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,I&C ALARM,N/A,Limit Signal 5
5/12/2016,2:22:41,5/12/2016,2:22:47,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
5/12/2016,2:22:49,5/12/2016,2:23:54,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,ALARM,N/A,Limit Signal 1
5/12/2016,2:23:00,5/12/2016,2:23:54,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,WARNING,N/A,Limit Signal 2
5/12/2016,2:23:12,5/12/2016,2:23:54,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,WARNING,N/A,Limit Signal 3
5/12/2016,2:23:24,5/12/2016,2:23:54,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,TOLERANCE,N/A,Limit Signal 4
5/12/2016,2:23:36,5/12/2016,2:23:54,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,I&C ALARM,N/A,Limit Signal 5
5/12/2016,2:23:48,5/12/2016,2:23:54,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
5/12/2016,2:23:56,5/12/2016,2:25:00,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,ALARM,N/A,Limit Signal 1
5/12/2016,2:24:06,5/12/2016,2:25:00,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,WARNING,N/A,Limit Signal 2
5/12/2016,2:24:18,5/12/2016,2:25:00,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,WARNING,N/A,Limit Signal 3
5/12/2016,2:24:30,5/12/2016,2:25:00,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,TOLERANCE,N/A,Limit Signal 4
5/12/2016,2:24:42,5/12/2016,2:25:00,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,I&C ALARM,N/A,Limit Signal 5
5/12/2016,2:24:53,5/12/2016,2:25:00,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
5/12/2016,2:25:02,5/12/2016,2:26:04,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,ALARM,N/A,Limit Signal 1
5/12/2016,2:25:12,5/12/2016,2:26:04,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,WARNING,N/A,Limit Signal 2
5/12/2016,2:25:24,5/12/2016,2:26:04,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,WARNING,N/A,Limit Signal 3
5/12/2016,2:25:35,5/12/2016,2:26:04,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,TOLERANCE,N/A,Limit Signal 4
5/12/2016,2:25:47,5/12/2016,2:26:04,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,I&C ALARM,N/A,Limit Signal 5
5/12/2016,2:25:58,5/12/2016,2:26:04,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
5/12/2016,2:26:06,5/12/2016,2:27:07,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,ALARM,N/A,Limit Signal 1
5/12/2016,2:26:16,5/12/2016,2:27:07,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,WARNING,N/A,Limit Signal 2
5/12/2016,2:26:27,5/12/2016,2:27:07,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,WARNING,N/A,Limit Signal 3
5/12/2016,2:26:39,5/12/2016,2:27:07,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,TOLERANCE,N/A,Limit Signal 4
5/12/2016,2:26:50,5/12/2016,2:27:07,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,I&C ALARM,N/A,Limit Signal 5
5/12/2016,2:27:01,5/12/2016,2:27:07,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
5/12/2016,2:27:09,5/12/2016,2:28:09,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,ALARM,N/A,Limit Signal 1
5/12/2016,2:27:19,5/12/2016,2:28:09,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,WARNING,N/A,Limit Signal 2
5/12/2016,2:27:30,5/12/2016,2:28:09,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,WARNING,N/A,Limit Signal 3
5/12/2016,2:27:41,5/12/2016,2:28:09,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,TOLERANCE,N/A,Limit Signal 4
5/12/2016,2:27:52,5/12/2016,2:28:09,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,I&C ALARM,N/A,Limit Signal 5
5/12/2016,2:28:03,5/12/2016,2:28:09,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
5/12/2016,2:28:11,5/12/2016,2:29:10,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,ALARM,N/A,Limit Signal 1
5/12/2016,2:28:21,5/12/2016,2:29:10,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,WARNING,N/A,Limit Signal 2
5/12/2016,2:28:32,5/12/2016,2:29:10,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,WARNING,N/A,Limit Signal 3
5/12/2016,2:28:42,5/12/2016,2:29:10,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,TOLERANCE,N/A,Limit Signal 4
5/12/2016,2:28:53,5/12/2016,2:29:10,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,I&C ALARM,N/A,Limit Signal 5
5/12/2016,2:29:04,5/12/2016,2:29:10,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
5/12/2016,2:29:11,5/12/2016,2:30:10,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,ALARM,N/A,Limit Signal 1
5/12/2016,2:29:21,5/12/2016,2:30:10,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,WARNING,N/A,Limit Signal 2
5/12/2016,2:29:32,5/12/2016,2:30:10,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,WARNING,N/A,Limit Signal 3
5/12/2016,2:29:43,5/12/2016,2:30:10,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,TOLERANCE,N/A,Limit Signal 4
5/12/2016,2:29:54,5/12/2016,2:30:10,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,I&C ALARM,N/A,Limit Signal 5
5/12/2016,2:30:04,5/12/2016,2:30:10,AlarmRateRamp|10357,XQ01,AlarmRateRamp|10357XQ01,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
5/12/2016,2:30:11,5/12/2016,2:31:09,AlarmRateRamp|10247,XQ01,AlarmRateRamp|10247XQ01,ALARM,N/A,Limit Signal 1
5/12/2016,2:30:21,5/12/2016,2:31:09,AlarmRateRamp|10248,XQ01,AlarmRateRamp|10248XQ01,WARNING,N/A,Limit Signal 2
5/12/2016,2:30:32,5/12/2016,2:31:09,AlarmRateRamp|10249,XQ01,AlarmRateRamp|10249XQ01,WARNING,N/A,Limit Signal 3
5/12/2016,2:30:42,5/12/2016,2:31:09,AlarmRateRamp|10250,XQ01,AlarmRateRamp|10250XQ01,TOLERANCE,N/A,Limit Signal 4
5/12/2016,2:30:53,5/12/2016,2:31:09,AlarmRateRamp|10251,XQ01,AlarmRateRamp|10251XQ01,I&C ALARM,N/A,Limit Signal 5
5/12/2016,2:31:04,5/12/2016,2:31:09,AlarmRateRamp|10252,XQ01,AlarmRateRamp|10252XQ01,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
5/12/2016,2:31:10,5/12/2016,2:32:07,AlarmRateRamp|10253,XQ01,AlarmRateRamp|10253XQ01,ALARM,N/A,Limit Signal 1
5/12/2016,2:31:20,5/12/2016,2:32:07,AlarmRateRamp|10254,XQ01,AlarmRateRamp|10254XQ01,WARNING,N/A,Limit Signal 2
5/12/2016,2:31:30,5/12/2016,2:32:07,AlarmRateRamp|10255,XQ01,AlarmRateRamp|10255XQ01,WARNING,N/A,Limit Signal 3
5/12/2016,2:31:41,5/12/2016,2:32:07,AlarmRateRamp|10256,XQ01,AlarmRateRamp|10256XQ01,TOLERANCE,N/A,Limit Signal 4
5/12/2016,2:31:51,5/12/2016,2:32:07,AlarmRateRamp|10257,XQ01,AlarmRateRamp|10257XQ01,I&C ALARM,N/A,Limit Signal 5
5/12/2016,2:32:02,5/12/2016,2:32:07,AlarmRateRamp|10258,XQ01,AlarmRateRamp|10258XQ01,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
5/12/2016,2:32:08,5/12/2016,2:33:05,AlarmRateRamp|10259,XQ01,AlarmRateRamp|10259XQ01,ALARM,N/A,Limit Signal 1
5/12/2016,2:32:18,5/12/2016,2:33:05,AlarmRateRamp|10260,XQ01,AlarmRateRamp|10260XQ01,WARNING,N/A,Limit Signal 2
5/12/2016,2:32:28,5/12/2016,2:33:05,AlarmRateRamp|10261,XQ01,AlarmRateRamp|10261XQ01,WARNING,N/A,Limit Signal 3
5/12/2016,2:32:38,5/12/2016,2:33:05,AlarmRateRamp|10262,XQ01,AlarmRateRamp|10262XQ01,TOLERANCE,N/A,Limit Signal 4
5/12/2016,2:32:49,5/12/2016,2:33:05,AlarmRateRamp|10263,XQ01,AlarmRateRamp|10263XQ01,I&C ALARM,N/A,Limit Signal 5
5/12/2016,2:32:59,5/12/2016,2:33:05,AlarmRateRamp|10264,XQ01,AlarmRateRamp|10264XQ01,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
5/12/2016,2:33:06,5/12/2016,2:34:02,AlarmRateRamp|10265,XQ01,AlarmRateRamp|10265XQ01,ALARM,N/A,Limit Signal 1
5/12/2016,2:33:16,5/12/2016,2:34:02,AlarmRateRamp|10266,XQ01,AlarmRateRamp|10266XQ01,WARNING,N/A,Limit Signal 2
5/12/2016,2:33:26,5/12/2016,2:34:02,AlarmRateRamp|10267,XQ01,AlarmRateRamp|10267XQ01,WARNING,N/A,Limit Signal 3
5/12/2016,2:33:36,5/12/2016,2:34:02,AlarmRateRamp|10268,XQ01,AlarmRateRamp|10268XQ01,TOLERANCE,N/A,Limit Signal 4
5/12/2016,2:33:46,5/12/2016,2:34:02,AlarmRateRamp|10269,XQ01,AlarmRateRamp|10269XQ01,I&C ALARM,N/A,Limit Signal 5
5/12/2016,2:33:56,5/12/2016,2:34:02,AlarmRateRamp|10270,XQ01,AlarmRateRamp|10270XQ01,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
5/12/2016,2:34:03,5/12/2016,2:34:58,AlarmRateRamp|10271,XQ01,AlarmRateRamp|10271XQ01,ALARM,N/A,Limit Signal 1
5/12/2016,2:34:13,5/12/2016,2:34:58,AlarmRateRamp|10272,XQ01,AlarmRateRamp|10272XQ01,WARNING,N/A,Limit Signal 2
5/12/2016,2:34:23,5/12/2016,2:34:58,AlarmRateRamp|10273,XQ01,AlarmRateRamp|10273XQ01,WARNING,N/A,Limit Signal 3
5/12/2016,2:34:33,5/12/2016,2:34:58,AlarmRateRamp|10274,XQ01,AlarmRateRamp|10274XQ01,TOLERANCE,N/A,Limit Signal 4
5/12/2016,2:34:43,5/12/2016,2:34:58,AlarmRateRamp|10275,XQ01,AlarmRateRamp|10275XQ01,I&C ALARM,N/A,Limit Signal 5
5/12/2016,2:34:52,5/12/2016,2:34:58,AlarmRateRamp|10276,XQ01,AlarmRateRamp|10276XQ01,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
5/12/2016,2:34:59,5/12/2016,2:35:53,AlarmRateRamp|10277,XQ01,AlarmRateRamp|10277XQ01,ALARM,N/A,Limit Signal 1
