Begin Date,Begin Time,End Date,End Time,Alarm Tag,Alarm Id,,Alarm Type,Alarm Priority,Description
05-12-16,2:09:23,05-12-16,2:10:03,AlarmRateRamp|10371,Q4,AlarmRateRamp|10371Q4,TOLERANCE,N/A,Limit Signal 4
05-12-16,2:09:39,05-12-16,2:10:03,AlarmRateRamp|10372,Q5,AlarmRateRamp|10372Q5,I&C ALARM,N/A,Limit Signal 5
05-12-16,2:09:55,05-12-16,2:10:03,AlarmRateRamp|10373,Q6,AlarmRateRamp|10373Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
05-12-16,2:10:05,05-12-16,2:11:29,AlarmRateRamp|10374,Q1,AlarmRateRamp|10374Q1,ALARM,N/A,Limit Signal 1
05-12-16,2:10:19,05-12-16,2:11:29,AlarmRateRamp|10375,Q2,AlarmRateRamp|10375Q2,WARNING,N/A,Limit Signal 2
05-12-16,2:10:35,05-12-16,2:11:29,AlarmRateRamp|10376,Q3,AlarmRateRamp|10376Q3,WARNING,N/A,Limit Signal 3
05-12-16,2:10:51,05-12-16,2:11:29,AlarmRateRamp|10377,Q4,AlarmRateRamp|10377Q4,TOLERANCE,N/A,Limit Signal 4
05-12-16,2:11:06,05-12-16,2:11:29,AlarmRateRamp|10378,Q5,AlarmRateRamp|10378Q5,I&C ALARM,N/A,Limit Signal 5
05-12-16,2:11:21,05-12-16,2:11:29,AlarmRateRamp|10379,Q6,AlarmRateRamp|10379Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
05-12-16,2:11:31,05-12-16,2:12:53,AlarmRateRamp|10356,Q1,AlarmRateRamp|10356Q1,ALARM,N/A,Limit Signal 1
05-12-16,2:11:45,05-12-16,2:12:53,AlarmRateRamp|10356,Q2,AlarmRateRamp|10356Q2,WARNING,N/A,Limit Signal 2
05-12-16,2:12:00,05-12-16,2:12:53,AlarmRateRamp|10356,Q3,AlarmRateRamp|10356Q3,WARNING,N/A,Limit Signal 3
05-12-16,2:12:15,05-12-16,2:12:53,AlarmRateRamp|10356,Q4,AlarmRateRamp|10356Q4,TOLERANCE,N/A,Limit Signal 4
05-12-16,2:12:30,05-12-16,2:12:53,AlarmRateRamp|10356,Q5,AlarmRateRamp|10356Q5,I&C ALARM,N/A,Limit Signal 5
05-12-16,2:12:45,05-12-16,2:12:53,AlarmRateRamp|10356,Q6,AlarmRateRamp|10356Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
05-12-16,2:12:55,05-12-16,2:14:14,AlarmRateRamp|10356,Q1,AlarmRateRamp|10356Q1,ALARM,N/A,Limit Signal 1
05-12-16,2:13:08,05-12-16,2:14:14,AlarmRateRamp|10356,Q2,AlarmRateRamp|10356Q2,WARNING,N/A,Limit Signal 2
05-12-16,2:13:23,05-12-16,2:14:14,AlarmRateRamp|10356,Q3,AlarmRateRamp|10356Q3,WARNING,N/A,Limit Signal 3
05-12-16,2:13:38,05-12-16,2:14:14,AlarmRateRamp|10356,Q4,AlarmRateRamp|10356Q4,TOLERANCE,N/A,Limit Signal 4
05-12-16,2:13:52,05-12-16,2:14:14,AlarmRateRamp|10356,Q5,AlarmRateRamp|10356Q5,I&C ALARM,N/A,Limit Signal 5
05-12-16,2:14:07,05-12-16,2:14:14,AlarmRateRamp|10356,Q6,AlarmRateRamp|10356Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
05-12-16,2:14:16,05-12-16,2:15:33,AlarmRateRamp|10356,Q1,AlarmRateRamp|10356Q1,ALARM,N/A,Limit Signal 1
05-12-16,2:14:29,05-12-16,2:15:33,AlarmRateRamp|10356,Q2,AlarmRateRamp|10356Q2,WARNING,N/A,Limit Signal 2
05-12-16,2:14:43,05-12-16,2:15:33,AlarmRateRamp|10356,Q3,AlarmRateRamp|10356Q3,WARNING,N/A,Limit Signal 3
05-12-16,2:14:57,05-12-16,2:15:33,AlarmRateRamp|10356,Q4,AlarmRateRamp|10356Q4,TOLERANCE,N/A,Limit Signal 4
05-12-16,2:15:11,05-12-16,2:15:33,AlarmRateRamp|10356,Q5,AlarmRateRamp|10356Q5,I&C ALARM,N/A,Limit Signal 5
05-12-16,2:15:26,05-12-16,2:15:33,AlarmRateRamp|10356,Q6,AlarmRateRamp|10356Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
05-12-16,2:15:35,05-12-16,2:16:50,AlarmRateRamp|10356,Q1,AlarmRateRamp|10356Q1,ALARM,N/A,Limit Signal 1
05-12-16,2:15:47,05-12-16,2:16:50,AlarmRateRamp|10356,Q2,AlarmRateRamp|10356Q2,WARNING,N/A,Limit Signal 2
05-12-16,2:16:01,05-12-16,2:16:50,AlarmRateRamp|10356,Q3,AlarmRateRamp|10356Q3,WARNING,N/A,Limit Signal 3
05-12-16,2:16:15,05-12-16,2:16:50,AlarmRateRamp|10356,Q4,AlarmRateRamp|10356Q4,TOLERANCE,N/A,Limit Signal 4
05-12-16,2:16:29,05-12-16,2:16:50,AlarmRateRamp|10356,Q5,AlarmRateRamp|10356Q5,I&C ALARM,N/A,Limit Signal 5
05-12-16,2:16:43,05-12-16,2:16:50,AlarmRateRamp|10356,Q6,AlarmRateRamp|10356Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
05-12-16,2:16:52,05-12-16,2:18:05,AlarmRateRamp|10356,Q1,AlarmRateRamp|10356Q1,ALARM,N/A,Limit Signal 1
05-12-16,2:17:04,05-12-16,2:18:05,AlarmRateRamp|10356,Q2,AlarmRateRamp|10356Q2,WARNING,N/A,Limit Signal 2
05-12-16,2:17:18,05-12-16,2:18:05,AlarmRateRamp|10356,Q3,AlarmRateRamp|10356Q3,WARNING,N/A,Limit Signal 3
05-12-16,2:17:31,05-12-16,2:18:05,AlarmRateRamp|10356,Q4,AlarmRateRamp|10356Q4,TOLERANCE,N/A,Limit Signal 4
05-12-16,2:17:44,05-12-16,2:18:05,AlarmRateRamp|10356,Q5,AlarmRateRamp|10356Q5,I&C ALARM,N/A,Limit Signal 5
05-12-16,2:17:58,05-12-16,2:18:05,AlarmRateRamp|10356,Q6,AlarmRateRamp|10356Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
05-12-16,2:18:07,05-12-16,2:19:18,AlarmRateRamp|10356,Q1,AlarmRateRamp|10356Q1,ALARM,N/A,Limit Signal 1
05-12-16,2:18:19,05-12-16,2:19:18,AlarmRateRamp|10356,Q2,AlarmRateRamp|10356Q2,WARNING,N/A,Limit Signal 2
05-12-16,2:18:32,05-12-16,2:19:18,AlarmRateRamp|10356,Q3,AlarmRateRamp|10356Q3,WARNING,N/A,Limit Signal 3
05-12-16,2:18:45,05-12-16,2:19:18,AlarmRateRamp|10356,Q4,AlarmRateRamp|10356Q4,TOLERANCE,N/A,Limit Signal 4
05-12-16,2:18:58,05-12-16,2:19:18,AlarmRateRamp|10356,Q5,AlarmRateRamp|10356Q5,I&C ALARM,N/A,Limit Signal 5
05-12-16,2:19:11,05-12-16,2:19:18,AlarmRateRamp|10356,Q6,AlarmRateRamp|10356Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
05-12-16,2:19:20,05-12-16,2:20:29,AlarmRateRamp|10356,Q1,AlarmRateRamp|10356Q1,ALARM,N/A,Limit Signal 1
05-12-16,2:19:31,05-12-16,2:20:29,AlarmRateRamp|10356,Q2,AlarmRateRamp|10356Q2,WARNING,N/A,Limit Signal 2
05-12-16,2:19:44,05-12-16,2:20:29,AlarmRateRamp|10356,Q3,AlarmRateRamp|10356Q3,WARNING,N/A,Limit Signal 3
05-12-16,2:19:57,05-12-16,2:20:29,AlarmRateRamp|10356,Q4,AlarmRateRamp|10356Q4,TOLERANCE,N/A,Limit Signal 4
05-12-16,2:20:10,05-12-16,2:20:29,AlarmRateRamp|10356,Q5,AlarmRateRamp|10356Q5,I&C ALARM,N/A,Limit Signal 5
05-12-16,2:20:23,05-12-16,2:20:29,AlarmRateRamp|10356,Q6,AlarmRateRamp|10356Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
05-12-16,2:20:31,05-12-16,2:21:39,AlarmRateRamp|10356,Q1,AlarmRateRamp|10356Q1,ALARM,N/A,Limit Signal 1
05-12-16,2:20:42,05-12-16,2:21:39,AlarmRateRamp|10356,Q2,AlarmRateRamp|10356Q2,WARNING,N/A,Limit Signal 2
05-12-16,2:20:55,05-12-16,2:21:39,AlarmRateRamp|10356,Q3,AlarmRateRamp|10356Q3,WARNING,N/A,Limit Signal 3
05-12-16,2:21:07,05-12-16,2:21:39,AlarmRateRamp|10356,Q4,AlarmRateRamp|10356Q4,TOLERANCE,N/A,Limit Signal 4
05-12-16,2:21:20,05-12-16,2:21:39,AlarmRateRamp|10356,Q5,AlarmRateRamp|10356Q5,I&C ALARM,N/A,Limit Signal 5
05-12-16,2:21:32,05-12-16,2:21:39,AlarmRateRamp|10356,Q6,AlarmRateRamp|10356Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
05-12-16,2:21:41,05-12-16,2:22:47,AlarmRateRamp|10356,Q1,AlarmRateRamp|10356Q1,ALARM,N/A,Limit Signal 1
05-12-16,2:21:52,05-12-16,2:22:47,AlarmRateRamp|10356,Q2,AlarmRateRamp|10356Q2,WARNING,N/A,Limit Signal 2
05-12-16,2:22:04,05-12-16,2:22:47,AlarmRateRamp|10356,Q3,AlarmRateRamp|10356Q3,WARNING,N/A,Limit Signal 3
05-12-16,2:22:16,05-12-16,2:22:47,AlarmRateRamp|10356,Q4,AlarmRateRamp|10356Q4,TOLERANCE,N/A,Limit Signal 4
05-12-16,2:22:29,05-12-16,2:22:47,AlarmRateRamp|10356,Q5,AlarmRateRamp|10356Q5,I&C ALARM,N/A,Limit Signal 5
05-12-16,2:22:41,05-12-16,2:22:47,AlarmRateRamp|10356,Q6,AlarmRateRamp|10356Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
05-12-16,2:22:49,05-12-16,2:23:54,AlarmRateRamp|10356,Q1,AlarmRateRamp|10356Q1,ALARM,N/A,Limit Signal 1
05-12-16,2:23:00,05-12-16,2:23:54,AlarmRateRamp|10356,Q2,AlarmRateRamp|10356Q2,WARNING,N/A,Limit Signal 2
05-12-16,2:23:12,05-12-16,2:23:54,AlarmRateRamp|10356,Q3,AlarmRateRamp|10356Q3,WARNING,N/A,Limit Signal 3
05-12-16,2:23:24,05-12-16,2:23:54,AlarmRateRamp|10356,Q4,AlarmRateRamp|10356Q4,TOLERANCE,N/A,Limit Signal 4
05-12-16,2:23:36,05-12-16,2:23:54,AlarmRateRamp|10356,Q5,AlarmRateRamp|10356Q5,I&C ALARM,N/A,Limit Signal 5
05-12-16,2:23:48,05-12-16,2:23:54,AlarmRateRamp|10356,Q6,AlarmRateRamp|10356Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
05-12-16,2:23:56,05-12-16,2:25:00,AlarmRateRamp|10356,Q1,AlarmRateRamp|10356Q1,ALARM,N/A,Limit Signal 1
05-12-16,2:24:06,05-12-16,2:25:00,AlarmRateRamp|10356,Q2,AlarmRateRamp|10356Q2,WARNING,N/A,Limit Signal 2
05-12-16,2:24:18,05-12-16,2:25:00,AlarmRateRamp|10356,Q3,AlarmRateRamp|10356Q3,WARNING,N/A,Limit Signal 3
05-12-16,2:24:30,05-12-16,2:25:00,AlarmRateRamp|10356,Q4,AlarmRateRamp|10356Q4,TOLERANCE,N/A,Limit Signal 4
05-12-16,2:24:42,05-12-16,2:25:00,AlarmRateRamp|10356,Q5,AlarmRateRamp|10356Q5,I&C ALARM,N/A,Limit Signal 5
05-12-16,2:24:53,05-12-16,2:25:00,AlarmRateRamp|10356,Q6,AlarmRateRamp|10356Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
05-12-16,2:25:02,05-12-16,2:26:04,AlarmRateRamp|10356,Q1,AlarmRateRamp|10356Q1,ALARM,N/A,Limit Signal 1
05-12-16,2:25:12,05-12-16,2:26:04,AlarmRateRamp|10356,Q2,AlarmRateRamp|10356Q2,WARNING,N/A,Limit Signal 2
05-12-16,2:25:24,05-12-16,2:26:04,AlarmRateRamp|10356,Q3,AlarmRateRamp|10356Q3,WARNING,N/A,Limit Signal 3
05-12-16,2:25:35,05-12-16,2:26:04,AlarmRateRamp|10356,Q4,AlarmRateRamp|10356Q4,TOLERANCE,N/A,Limit Signal 4
05-12-16,2:25:47,05-12-16,2:26:04,AlarmRateRamp|10356,Q5,AlarmRateRamp|10356Q5,I&C ALARM,N/A,Limit Signal 5
05-12-16,2:25:58,05-12-16,2:26:04,AlarmRateRamp|10356,Q6,AlarmRateRamp|10356Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
05-12-16,2:26:06,05-12-16,2:27:07,AlarmRateRamp|10356,Q1,AlarmRateRamp|10356Q1,ALARM,N/A,Limit Signal 1
05-12-16,2:26:16,05-12-16,2:27:07,AlarmRateRamp|10356,Q2,AlarmRateRamp|10356Q2,WARNING,N/A,Limit Signal 2
05-12-16,2:26:27,05-12-16,2:27:07,AlarmRateRamp|10356,Q3,AlarmRateRamp|10356Q3,WARNING,N/A,Limit Signal 3
05-12-16,2:26:39,05-12-16,2:27:07,AlarmRateRamp|10356,Q4,AlarmRateRamp|10356Q4,TOLERANCE,N/A,Limit Signal 4
05-12-16,2:26:50,05-12-16,2:27:07,AlarmRateRamp|10356,Q5,AlarmRateRamp|10356Q5,I&C ALARM,N/A,Limit Signal 5
05-12-16,2:27:01,05-12-16,2:27:07,AlarmRateRamp|10356,Q6,AlarmRateRamp|10356Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
05-12-16,2:27:09,05-12-16,2:28:09,AlarmRateRamp|10356,Q1,AlarmRateRamp|10356Q1,ALARM,N/A,Limit Signal 1
05-12-16,2:27:19,05-12-16,2:28:09,AlarmRateRamp|10356,Q2,AlarmRateRamp|10356Q2,WARNING,N/A,Limit Signal 2
05-12-16,2:27:30,05-12-16,2:28:09,AlarmRateRamp|10356,Q3,AlarmRateRamp|10356Q3,WARNING,N/A,Limit Signal 3
05-12-16,2:27:41,05-12-16,2:28:09,AlarmRateRamp|10356,Q4,AlarmRateRamp|10356Q4,TOLERANCE,N/A,Limit Signal 4
05-12-16,2:27:52,05-12-16,2:28:09,AlarmRateRamp|10356,Q5,AlarmRateRamp|10356Q5,I&C ALARM,N/A,Limit Signal 5
05-12-16,2:28:03,05-12-16,2:28:09,AlarmRateRamp|10356,Q6,AlarmRateRamp|10356Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
05-12-16,2:28:11,05-12-16,2:29:10,AlarmRateRamp|10356,Q1,AlarmRateRamp|10356Q1,ALARM,N/A,Limit Signal 1
05-12-16,2:28:21,05-12-16,2:29:10,AlarmRateRamp|10356,Q2,AlarmRateRamp|10356Q2,WARNING,N/A,Limit Signal 2
05-12-16,2:28:32,05-12-16,2:29:10,AlarmRateRamp|10356,Q3,AlarmRateRamp|10356Q3,WARNING,N/A,Limit Signal 3
05-12-16,2:28:42,05-12-16,2:29:10,AlarmRateRamp|10356,Q4,AlarmRateRamp|10356Q4,TOLERANCE,N/A,Limit Signal 4
05-12-16,2:28:53,05-12-16,2:29:10,AlarmRateRamp|10356,Q5,AlarmRateRamp|10356Q5,I&C ALARM,N/A,Limit Signal 5
05-12-16,2:29:04,05-12-16,2:29:10,AlarmRateRamp|10356,Q6,AlarmRateRamp|10356Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
05-12-16,2:29:11,05-12-16,2:30:10,AlarmRateRamp|10356,Q1,AlarmRateRamp|10356Q1,ALARM,N/A,Limit Signal 1
05-12-16,2:29:21,05-12-16,2:30:10,AlarmRateRamp|10356,Q2,AlarmRateRamp|10356Q2,WARNING,N/A,Limit Signal 2
05-12-16,2:29:32,05-12-16,2:30:10,AlarmRateRamp|10356,Q3,AlarmRateRamp|10356Q3,WARNING,N/A,Limit Signal 3
05-12-16,2:29:43,05-12-16,2:30:10,AlarmRateRamp|10356,Q4,AlarmRateRamp|10356Q4,TOLERANCE,N/A,Limit Signal 4
05-12-16,2:29:54,05-12-16,2:30:10,AlarmRateRamp|10356,Q5,AlarmRateRamp|10356Q5,I&C ALARM,N/A,Limit Signal 5
05-12-16,2:30:04,05-12-16,2:30:10,AlarmRateRamp|10356,Q6,AlarmRateRamp|10356Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
05-12-16,2:30:11,05-12-16,2:31:09,AlarmRateRamp|10356,Q1,AlarmRateRamp|10356Q1,ALARM,N/A,Limit Signal 1
05-12-16,2:30:21,05-12-16,2:31:09,AlarmRateRamp|10356,Q2,AlarmRateRamp|10356Q2,WARNING,N/A,Limit Signal 2
05-12-16,2:30:32,05-12-16,2:31:09,AlarmRateRamp|10356,Q3,AlarmRateRamp|10356Q3,WARNING,N/A,Limit Signal 3
05-12-16,2:30:42,05-12-16,2:31:09,AlarmRateRamp|10356,Q4,AlarmRateRamp|10356Q4,TOLERANCE,N/A,Limit Signal 4
05-12-16,2:30:53,05-12-16,2:31:09,AlarmRateRamp|10356,Q5,AlarmRateRamp|10356Q5,I&C ALARM,N/A,Limit Signal 5
05-12-16,2:31:04,05-12-16,2:31:09,AlarmRateRamp|10356,Q6,AlarmRateRamp|10356Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
05-12-16,2:31:10,05-12-16,2:32:07,AlarmRateRamp|10356,Q1,AlarmRateRamp|10356Q1,ALARM,N/A,Limit Signal 1
05-12-16,2:31:20,05-12-16,2:32:07,AlarmRateRamp|10356,Q2,AlarmRateRamp|10356Q2,WARNING,N/A,Limit Signal 2
05-12-16,2:31:30,05-12-16,2:32:07,AlarmRateRamp|10356,Q3,AlarmRateRamp|10356Q3,WARNING,N/A,Limit Signal 3
05-12-16,2:31:41,05-12-16,2:32:07,AlarmRateRamp|10356,Q4,AlarmRateRamp|10356Q4,TOLERANCE,N/A,Limit Signal 4
05-12-16,2:31:51,05-12-16,2:32:07,AlarmRateRamp|10356,Q5,AlarmRateRamp|10356Q5,I&C ALARM,N/A,Limit Signal 5
05-12-16,2:32:02,05-12-16,2:32:07,AlarmRateRamp|10356,Q6,AlarmRateRamp|10356Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
05-12-16,2:32:08,05-12-16,2:33:05,AlarmRateRamp|10356,Q1,AlarmRateRamp|10356Q1,ALARM,N/A,Limit Signal 1
05-12-16,2:32:18,05-12-16,2:33:05,AlarmRateRamp|10356,Q2,AlarmRateRamp|10356Q2,WARNING,N/A,Limit Signal 2
05-12-16,2:32:28,05-12-16,2:33:05,AlarmRateRamp|10356,Q3,AlarmRateRamp|10356Q3,WARNING,N/A,Limit Signal 3
05-12-16,2:32:38,05-12-16,2:33:05,AlarmRateRamp|10356,Q4,AlarmRateRamp|10356Q4,TOLERANCE,N/A,Limit Signal 4
05-12-16,2:32:49,05-12-16,2:33:05,AlarmRateRamp|10412,Q5,AlarmRateRamp|10412Q5,I&C ALARM,N/A,Limit Signal 5
05-12-16,2:32:59,05-12-16,2:33:05,AlarmRateRamp|10413,Q6,AlarmRateRamp|10413Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
05-12-16,2:33:06,05-12-16,2:34:02,AlarmRateRamp|10414,Q1,AlarmRateRamp|10414Q1,ALARM,N/A,Limit Signal 1
05-12-16,2:33:16,05-12-16,2:34:02,AlarmRateRamp|10415,Q2,AlarmRateRamp|10415Q2,WARNING,N/A,Limit Signal 2
05-12-16,2:33:26,05-12-16,2:34:02,AlarmRateRamp|10416,Q3,AlarmRateRamp|10416Q3,WARNING,N/A,Limit Signal 3
05-12-16,2:33:36,05-12-16,2:34:02,AlarmRateRamp|10417,Q4,AlarmRateRamp|10417Q4,TOLERANCE,N/A,Limit Signal 4
05-12-16,2:33:46,05-12-16,2:34:02,AlarmRateRamp|10418,Q5,AlarmRateRamp|10418Q5,I&C ALARM,N/A,Limit Signal 5
05-12-16,2:33:56,05-12-16,2:34:02,AlarmRateRamp|10419,Q6,AlarmRateRamp|10419Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
05-12-16,2:34:03,05-12-16,2:34:58,AlarmRateRamp|10420,Q1,AlarmRateRamp|10420Q1,ALARM,N/A,Limit Signal 1
05-12-16,2:34:13,05-12-16,2:34:58,AlarmRateRamp|10421,Q2,AlarmRateRamp|10421Q2,WARNING,N/A,Limit Signal 2
05-12-16,2:34:23,05-12-16,2:34:58,AlarmRateRamp|10422,Q3,AlarmRateRamp|10422Q3,WARNING,N/A,Limit Signal 3
05-12-16,2:34:33,05-12-16,2:34:58,AlarmRateRamp|10423,Q4,AlarmRateRamp|10423Q4,TOLERANCE,N/A,Limit Signal 4
05-12-16,2:34:43,05-12-16,2:34:58,AlarmRateRamp|10424,Q5,AlarmRateRamp|10424Q5,I&C ALARM,N/A,Limit Signal 5
05-12-16,2:34:52,05-12-16,2:34:58,AlarmRateRamp|10425,Q6,AlarmRateRamp|10425Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
05-12-16,2:34:59,05-12-16,2:35:53,AlarmRateRamp|10426,Q1,AlarmRateRamp|10426Q1,ALARM,N/A,Limit Signal 1
05-12-16,2:35:08,05-12-16,2:35:53,AlarmRateRamp|10427,Q2,AlarmRateRamp|10427Q2,WARNING,N/A,Limit Signal 2
05-12-16,2:35:18,05-12-16,2:35:53,AlarmRateRamp|10428,Q3,AlarmRateRamp|10428Q3,WARNING,N/A,Limit Signal 3
05-12-16,2:35:28,05-12-16,2:35:53,AlarmRateRamp|10429,Q4,AlarmRateRamp|10429Q4,TOLERANCE,N/A,Limit Signal 4
05-12-16,2:35:38,05-12-16,2:35:53,AlarmRateRamp|10356,Q5,AlarmRateRamp|10356Q5,I&C ALARM,N/A,Limit Signal 5
05-12-16,2:35:48,05-12-16,2:35:53,AlarmRateRamp|10356,Q6,AlarmRateRamp|10356Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
05-12-16,2:35:54,05-12-16,2:36:47,AlarmRateRamp|10356,Q1,AlarmRateRamp|10356Q1,ALARM,N/A,Limit Signal 1
05-12-16,2:36:03,05-12-16,2:36:47,AlarmRateRamp|10356,Q2,AlarmRateRamp|10356Q2,WARNING,N/A,Limit Signal 2
05-12-16,2:36:13,05-12-16,2:36:47,AlarmRateRamp|10356,Q3,AlarmRateRamp|10356Q3,WARNING,N/A,Limit Signal 3
