Begin Date,Begin Time,End Date,End Time,Alarm Tag,Alarm Id,Combination,Alarm Type,Alarm Priority,Description
3/12/2016,10:12:10,3/12/2016,10:13:17,ASMON10021,XH01,ASMON10021XH01,WARNING,N/A,Limit Signal 2
3/12/2016,10:12:25,3/12/2016,10:13:17,ASMON10021,XH01,ASMON10021XH01,WARNING,N/A,Limit Signal 3
3/12/2016,10:12:39,3/12/2016,10:13:17,ASMON10021,XH01,ASMON10021XH01,TOLERANCE,N/A,Limit Signal 4
3/12/2016,10:12:54,3/12/2016,10:13:17,ASMON10021,XH01,ASMON10021XH01,I&C ALARM,N/A,Limit Signal 5
3/12/2016,10:13:09,3/12/2016,10:13:17,ASMON10021,XH01,ASMON10021XH01,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
3/12/2016,10:13:19,3/12/2016,10:14:37,BSMON10011,XA01,BSMON10011XA01,ALARM,N/A,Limit Signal 1
3/12/2016,10:13:32,3/12/2016,10:14:37,BSMON10011,XA01,BSMON10011XA01,WARNING,N/A,Limit Signal 2
3/12/2016,10:13:47,3/12/2016,10:14:37,BSMON10011,XA01,BSMON10011XA01,WARNING,N/A,Limit Signal 3
3/12/2016,10:14:01,3/12/2016,10:14:37,BSMON10011,XA01,BSMON10011XA01,TOLERANCE,N/A,Limit Signal 4
3/12/2016,10:14:15,3/12/2016,10:14:37,ASMON10021,XH01,ASMON10021XH01,I&C ALARM,N/A,Limit Signal 5
3/12/2016,10:14:30,3/12/2016,10:14:37,ASMON10021,XH01,ASMON10021XH01,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
3/12/2016,10:14:39,3/12/2016,10:15:55,ASMON10021,XH01,ASMON10021XH01,ALARM,N/A,Limit Signal 1
3/12/2016,10:14:52,3/12/2016,10:15:55,ASMON10021,XH01,ASMON10021XH01,WARNING,N/A,Limit Signal 2
3/12/2016,10:15:06,3/12/2016,10:15:55,ASMON10021,XH01,ASMON10021XH01,WARNING,N/A,Limit Signal 3
3/12/2016,10:15:20,3/12/2016,10:15:55,ASMON10021,XH01,ASMON10021XH01,TOLERANCE,N/A,Limit Signal 4
3/12/2016,10:15:34,3/12/2016,10:15:55,ASMON10021,XH01,ASMON10021XH01,I&C ALARM,N/A,Limit Signal 5
3/12/2016,10:15:48,3/12/2016,10:15:55,ASMON10021,XH01,ASMON10021XH01,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
3/12/2016,10:15:57,3/12/2016,10:17:11,ASMON10021,XH01,ASMON10021XH01,ALARM,N/A,Limit Signal 1
3/12/2016,10:16:09,3/12/2016,10:17:11,ASMON10021,XH01,ASMON10021XH01,WARNING,N/A,Limit Signal 2
3/12/2016,10:16:23,3/12/2016,10:17:11,ASMON10021,XH01,ASMON10021XH01,WARNING,N/A,Limit Signal 3
3/12/2016,10:16:37,3/12/2016,10:17:11,ASMON10021,XH01,ASMON10021XH01,TOLERANCE,N/A,Limit Signal 4
3/12/2016,10:16:50,3/12/2016,10:17:11,ASMON10021,XH01,ASMON10021XH01,I&C ALARM,N/A,Limit Signal 5
3/12/2016,10:17:04,3/12/2016,10:17:11,ASMON10021,XH01,ASMON10021XH01,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
3/12/2016,10:17:13,3/12/2016,10:18:25,ASMON10021,XH01,ASMON10021XH01,ALARM,N/A,Limit Signal 1
3/12/2016,10:17:25,3/12/2016,10:18:25,ASMON10021,XH01,ASMON10021XH01,WARNING,N/A,Limit Signal 2
3/12/2016,10:17:38,3/12/2016,10:18:25,ASMON10021,XH01,ASMON10021XH01,WARNING,N/A,Limit Signal 3
3/12/2016,10:17:52,3/12/2016,10:18:25,ASMON10021,XH01,ASMON10021XH01,TOLERANCE,N/A,Limit Signal 4
3/12/2016,10:18:05,3/12/2016,10:18:25,ASMON10021,XH01,ASMON10021XH01,I&C ALARM,N/A,Limit Signal 5
3/12/2016,10:18:18,3/12/2016,10:18:25,ASMON10021,XH01,ASMON10021XH01,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
3/12/2016,10:18:27,3/12/2016,10:19:37,BSMON10034,XH06,BSMON10034XH06,ALARM,N/A,Limit Signal 1
3/12/2016,10:18:39,3/12/2016,10:19:37,BSMON10034,XH06,BSMON10034XH06,WARNING,N/A,Limit Signal 2
3/12/2016,10:18:52,3/12/2016,10:19:37,BSMON10034,XH06,BSMON10034XH06,WARNING,N/A,Limit Signal 3
3/12/2016,10:19:05,3/12/2016,10:19:37,BSMON10034,XH06,BSMON10034XH06,TOLERANCE,N/A,Limit Signal 4
3/12/2016,10:19:18,3/12/2016,10:19:37,BSMON10034,XH06,BSMON10034XH06,I&C ALARM,N/A,Limit Signal 5
3/12/2016,10:19:31,3/12/2016,10:19:37,BSMON10034,XH06,BSMON10034XH06,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
3/12/2016,10:19:39,3/12/2016,10:20:48,BSMON10034,XH06,BSMON10034XH06,ALARM,N/A,Limit Signal 1
3/12/2016,10:19:50,3/12/2016,10:20:48,BSMON10034,XH06,BSMON10034XH06,WARNING,N/A,Limit Signal 2
3/12/2016,10:20:03,3/12/2016,10:20:48,BSMON10034,XH06,BSMON10034XH06,WARNING,N/A,Limit Signal 3
3/12/2016,10:20:16,3/12/2016,10:20:48,BSMON10034,XH06,BSMON10034XH06,TOLERANCE,N/A,Limit Signal 4
3/12/2016,10:20:28,3/12/2016,10:20:48,BSMON10034,XH06,BSMON10034XH06,I&C ALARM,N/A,Limit Signal 5
3/12/2016,10:20:41,3/12/2016,10:20:48,BSMON10034,XH06,BSMON10034XH06,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
3/12/2016,10:20:50,3/12/2016,10:21:57,BSMON10034,XH06,BSMON10034XH06,ALARM,N/A,Limit Signal 1
3/12/2016,10:21:01,3/12/2016,10:21:57,BSMON10034,XH06,BSMON10034XH06,WARNING,N/A,Limit Signal 2
3/12/2016,10:21:14,3/12/2016,10:21:57,BSMON10034,XH06,BSMON10034XH06,WARNING,N/A,Limit Signal 3
3/12/2016,10:21:26,3/12/2016,10:21:57,BSMON10034,XH06,BSMON10034XH06,TOLERANCE,N/A,Limit Signal 4
3/12/2016,10:21:38,3/12/2016,10:21:57,AlarmRateRamp|10356,Q6,AlarmRateRamp|10356Q6,I&C ALARM,N/A,Limit Signal 5
3/12/2016,10:21:51,3/12/2016,10:21:57,AlarmRateRamp|10356,Q1,AlarmRateRamp|10356Q1,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
3/12/2016,10:21:59,3/12/2016,10:23:05,AlarmRateRamp|10356,Q2,AlarmRateRamp|10356Q2,ALARM,N/A,Limit Signal 1
3/12/2016,10:22:10,3/12/2016,10:23:05,AlarmRateRamp|10356,Q3,AlarmRateRamp|10356Q3,WARNING,N/A,Limit Signal 2
3/12/2016,10:22:22,3/12/2016,10:23:05,AlarmRateRamp|10356,Q4,AlarmRateRamp|10356Q4,WARNING,N/A,Limit Signal 3
3/12/2016,10:22:34,3/12/2016,10:23:05,AlarmRateRamp|10357,Q5,AlarmRateRamp|10357Q5,TOLERANCE,N/A,Limit Signal 4
3/12/2016,10:22:46,3/12/2016,10:23:05,AlarmRateRamp|10358,Q6,AlarmRateRamp|10358Q6,I&C ALARM,N/A,Limit Signal 5
3/12/2016,10:22:58,3/12/2016,10:23:05,AlarmRateRamp|10359,Q1,AlarmRateRamp|10359Q1,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
3/12/2016,10:23:07,3/12/2016,10:24:12,AlarmRateRamp|10360,Q2,AlarmRateRamp|10360Q2,ALARM,N/A,Limit Signal 1
3/12/2016,10:23:18,3/12/2016,10:24:12,AlarmRateRamp|10361,Q3,AlarmRateRamp|10361Q3,WARNING,N/A,Limit Signal 2
3/12/2016,10:23:29,3/12/2016,10:24:12,AlarmRateRamp|10362,Q4,AlarmRateRamp|10362Q4,WARNING,N/A,Limit Signal 3
3/12/2016,10:23:41,3/12/2016,10:24:12,AlarmRateRamp|10363,Q5,AlarmRateRamp|10363Q5,TOLERANCE,N/A,Limit Signal 4
3/12/2016,10:23:53,3/12/2016,10:24:12,AlarmRateRamp|10364,Q6,AlarmRateRamp|10364Q6,I&C ALARM,N/A,Limit Signal 5
3/12/2016,10:24:05,3/12/2016,10:24:12,AlarmRateRamp|10365,Q1,AlarmRateRamp|10365Q1,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
3/12/2016,10:24:14,3/12/2016,10:25:17,AlarmRateRamp|10366,Q2,AlarmRateRamp|10366Q2,ALARM,N/A,Limit Signal 1
3/12/2016,10:24:24,3/12/2016,10:25:17,AlarmRateRamp|10367,Q3,AlarmRateRamp|10367Q3,WARNING,N/A,Limit Signal 2
3/12/2016,10:24:36,3/12/2016,10:25:17,AlarmRateRamp|10368,Q4,AlarmRateRamp|10368Q4,WARNING,N/A,Limit Signal 3
3/12/2016,10:24:48,3/12/2016,10:25:17,AlarmRateRamp|10369,Q5,AlarmRateRamp|10369Q5,TOLERANCE,N/A,Limit Signal 4
3/12/2016,10:24:59,3/12/2016,10:25:17,AlarmRateRamp|10370,Q6,AlarmRateRamp|10370Q6,I&C ALARM,N/A,Limit Signal 5
3/12/2016,10:25:11,3/12/2016,10:25:17,AlarmRateRamp|10371,Q1,AlarmRateRamp|10371Q1,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
3/12/2016,10:25:19,3/12/2016,10:26:21,AlarmRateRamp|10372,Q2,AlarmRateRamp|10372Q2,ALARM,N/A,Limit Signal 1
3/12/2016,10:25:29,3/12/2016,10:26:21,AlarmRateRamp|10373,Q3,AlarmRateRamp|10373Q3,WARNING,N/A,Limit Signal 2
3/12/2016,10:25:41,3/12/2016,10:26:21,AlarmRateRamp|10374,Q4,AlarmRateRamp|10374Q4,WARNING,N/A,Limit Signal 3
3/12/2016,10:25:52,3/12/2016,10:26:21,AlarmRateRamp|10375,Q5,AlarmRateRamp|10375Q5,TOLERANCE,N/A,Limit Signal 4
3/12/2016,10:26:03,3/12/2016,10:26:21,AlarmRateRamp|10376,Q6,AlarmRateRamp|10376Q6,I&C ALARM,N/A,Limit Signal 5
3/12/2016,10:26:15,3/12/2016,10:26:21,AlarmRateRamp|10377,Q1,AlarmRateRamp|10377Q1,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
3/12/2016,10:26:23,3/12/2016,10:27:24,BSMON10011,XA01,BSMON10011XA01,ALARM,N/A,Limit Signal 1
3/12/2016,10:26:33,3/12/2016,10:27:24,ASMON10021,XH01,ASMON10021XH01,WARNING,N/A,Limit Signal 2
3/12/2016,10:26:44,3/12/2016,10:27:24,ASMON10021,XH01,ASMON10021XH01,WARNING,N/A,Limit Signal 3
3/12/2016,10:26:55,3/12/2016,10:27:24,ASMON10021,XH01,ASMON10021XH01,TOLERANCE,N/A,Limit Signal 4
3/12/2016,10:27:07,3/12/2016,10:27:24,ASMON10021,XH01,ASMON10021XH01,I&C ALARM,N/A,Limit Signal 5
3/12/2016,10:27:18,3/12/2016,10:27:24,ASMON10021,XH01,ASMON10021XH01,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
3/12/2016,10:27:26,3/12/2016,10:28:26,ASMON10021,XH01,ASMON10021XH01,ALARM,N/A,Limit Signal 1
3/12/2016,10:27:36,3/12/2016,10:28:26,ASMON10021,XH01,ASMON10021XH01,WARNING,N/A,Limit Signal 2
3/12/2016,10:27:47,3/12/2016,10:28:26,ASMON10021,XH01,ASMON10021XH01,WARNING,N/A,Limit Signal 3
3/12/2016,10:27:58,3/12/2016,10:28:26,ASMON10021,XH01,ASMON10021XH01,TOLERANCE,N/A,Limit Signal 4
3/12/2016,10:28:09,3/12/2016,10:28:26,AlarmRateRamp|10356,Q6,AlarmRateRamp|10356Q6,I&C ALARM,N/A,Limit Signal 5
3/12/2016,10:28:20,3/12/2016,10:28:26,AlarmRateRamp|10356,Q1,AlarmRateRamp|10356Q1,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
3/12/2016,10:28:27,3/12/2016,10:29:27,AlarmRateRamp|10356,Q2,AlarmRateRamp|10356Q2,ALARM,N/A,Limit Signal 1
3/12/2016,10:28:37,3/12/2016,10:29:27,AlarmRateRamp|10356,Q3,AlarmRateRamp|10356Q3,WARNING,N/A,Limit Signal 2
3/12/2016,10:28:48,3/12/2016,10:29:27,AlarmRateRamp|10356,Q4,AlarmRateRamp|10356Q4,WARNING,N/A,Limit Signal 3
3/12/2016,10:28:59,3/12/2016,10:29:27,AlarmRateRamp|10356,Q5,AlarmRateRamp|10356Q5,TOLERANCE,N/A,Limit Signal 4
3/12/2016,10:29:10,3/12/2016,10:29:27,AlarmRateRamp|10356,Q6,AlarmRateRamp|10356Q6,I&C ALARM,N/A,Limit Signal 5
3/12/2016,10:29:21,3/12/2016,10:29:27,AlarmRateRamp|10356,Q1,AlarmRateRamp|10356Q1,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
3/12/2016,10:29:28,3/12/2016,10:30:27,AlarmRateRamp|10356,Q2,AlarmRateRamp|10356Q2,ALARM,N/A,Limit Signal 1
3/12/2016,10:29:38,3/12/2016,10:30:27,AlarmRateRamp|10356,Q3,AlarmRateRamp|10356Q3,WARNING,N/A,Limit Signal 2
3/12/2016,10:29:49,3/12/2016,10:30:27,AlarmRateRamp|10356,Q4,AlarmRateRamp|10356Q4,WARNING,N/A,Limit Signal 3
3/12/2016,10:30:00,3/12/2016,10:30:27,AlarmRateRamp|10368,Q5,AlarmRateRamp|10368Q5,TOLERANCE,N/A,Limit Signal 4
3/12/2016,10:30:10,3/12/2016,10:30:27,AlarmRateRamp|10369,Q6,AlarmRateRamp|10369Q6,I&C ALARM,N/A,Limit Signal 5
3/12/2016,10:30:21,3/12/2016,10:30:27,AlarmRateRamp|10370,Q1,AlarmRateRamp|10370Q1,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
3/12/2016,10:30:28,3/12/2016,10:31:26,AlarmRateRamp|10371,Q2,AlarmRateRamp|10371Q2,ALARM,N/A,Limit Signal 1
3/12/2016,10:30:38,3/12/2016,10:31:26,AlarmRateRamp|10372,Q3,AlarmRateRamp|10372Q3,WARNING,N/A,Limit Signal 2
3/12/2016,10:30:49,3/12/2016,10:31:26,AlarmRateRamp|10373,Q4,AlarmRateRamp|10373Q4,WARNING,N/A,Limit Signal 3
3/12/2016,10:30:59,3/12/2016,10:31:26,AlarmRateRamp|10374,Q5,AlarmRateRamp|10374Q5,TOLERANCE,N/A,Limit Signal 4
3/12/2016,10:31:10,3/12/2016,10:31:26,AlarmRateRamp|10375,Q6,AlarmRateRamp|10375Q6,I&C ALARM,N/A,Limit Signal 5
3/12/2016,10:31:20,3/12/2016,10:31:26,AlarmRateRamp|10376,Q1,AlarmRateRamp|10376Q1,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
3/12/2016,10:31:27,3/12/2016,10:32:24,AlarmRateRamp|10377,Q2,AlarmRateRamp|10377Q2,ALARM,N/A,Limit Signal 1
3/12/2016,10:31:37,3/12/2016,10:32:24,AlarmRateRamp|10378,Q3,AlarmRateRamp|10378Q3,WARNING,N/A,Limit Signal 2
3/12/2016,10:31:47,3/12/2016,10:32:24,AlarmRateRamp|10379,Q4,AlarmRateRamp|10379Q4,WARNING,N/A,Limit Signal 3
3/12/2016,10:31:58,3/12/2016,10:32:24,AlarmRateRamp|10380,Q5,AlarmRateRamp|10380Q5,TOLERANCE,N/A,Limit Signal 4
3/12/2016,10:32:08,3/12/2016,10:32:24,AlarmRateRamp|10381,Q6,AlarmRateRamp|10381Q6,I&C ALARM,N/A,Limit Signal 5
3/12/2016,10:32:18,3/12/2016,10:32:24,AlarmRateRamp|10382,Q1,AlarmRateRamp|10382Q1,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
3/12/2016,10:32:25,3/12/2016,10:33:21,AlarmRateRamp|10383,Q2,AlarmRateRamp|10383Q2,ALARM,N/A,Limit Signal 1
3/12/2016,10:32:35,3/12/2016,10:33:21,AlarmRateRamp|10384,Q3,AlarmRateRamp|10384Q3,WARNING,N/A,Limit Signal 2
3/12/2016,10:32:45,3/12/2016,10:33:21,AlarmRateRamp|10385,Q4,AlarmRateRamp|10385Q4,WARNING,N/A,Limit Signal 3
3/12/2016,10:32:55,3/12/2016,10:33:21,AlarmRateRamp|10386,Q5,AlarmRateRamp|10386Q5,TOLERANCE,N/A,Limit Signal 4
3/12/2016,10:33:05,3/12/2016,10:33:21,AlarmRateRamp|10387,Q6,AlarmRateRamp|10387Q6,I&C ALARM,N/A,Limit Signal 5
3/12/2016,10:33:16,3/12/2016,10:33:21,AlarmRateRamp|10388,Q1,AlarmRateRamp|10388Q1,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
3/12/2016,10:33:22,3/12/2016,10:34:17,AlarmRateRamp|10389,Q2,AlarmRateRamp|10389Q2,ALARM,N/A,Limit Signal 1
3/12/2016,10:33:32,3/12/2016,10:34:17,AlarmRateRamp|10390,Q3,AlarmRateRamp|10390Q3,WARNING,N/A,Limit Signal 2
3/12/2016,10:33:42,3/12/2016,10:34:17,AlarmRateRamp|10391,Q4,AlarmRateRamp|10391Q4,WARNING,N/A,Limit Signal 3
3/12/2016,10:33:52,3/12/2016,10:34:17,AlarmRateRamp|10392,Q5,AlarmRateRamp|10392Q5,TOLERANCE,N/A,Limit Signal 4
3/12/2016,10:34:02,3/12/2016,10:34:17,AlarmRateRamp|10393,Q6,AlarmRateRamp|10393Q6,I&C ALARM,N/A,Limit Signal 5
3/12/2016,10:34:12,3/12/2016,10:34:17,AlarmRateRamp|10394,Q1,AlarmRateRamp|10394Q1,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
3/12/2016,10:34:18,3/12/2016,10:35:13,AlarmRateRamp|10395,Q2,AlarmRateRamp|10395Q2,ALARM,N/A,Limit Signal 1
3/12/2016,10:34:27,3/12/2016,10:35:13,AlarmRateRamp|10396,Q3,AlarmRateRamp|10396Q3,WARNING,N/A,Limit Signal 2
3/12/2016,10:34:37,3/12/2016,10:35:13,AlarmRateRamp|10397,Q4,AlarmRateRamp|10397Q4,WARNING,N/A,Limit Signal 3
3/12/2016,10:34:47,3/12/2016,10:35:13,AlarmRateRamp|10398,Q5,AlarmRateRamp|10398Q5,TOLERANCE,N/A,Limit Signal 4
3/12/2016,10:34:57,3/12/2016,10:35:13,AlarmRateRamp|10399,Q6,AlarmRateRamp|10399Q6,I&C ALARM,N/A,Limit Signal 5
3/12/2016,10:35:07,3/12/2016,10:35:13,AlarmRateRamp|10400,Q1,AlarmRateRamp|10400Q1,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
3/12/2016,10:35:14,3/12/2016,10:36:08,AlarmRateRamp|10401,Q2,AlarmRateRamp|10401Q2,ALARM,N/A,Limit Signal 1
3/12/2016,10:35:23,3/12/2016,10:36:08,AlarmRateRamp|10402,Q3,AlarmRateRamp|10402Q3,WARNING,N/A,Limit Signal 2
3/12/2016,10:35:33,3/12/2016,10:36:08,AlarmRateRamp|10403,Q4,AlarmRateRamp|10403Q4,WARNING,N/A,Limit Signal 3
3/12/2016,10:35:43,3/12/2016,10:36:08,AlarmRateRamp|10404,Q5,AlarmRateRamp|10404Q5,TOLERANCE,N/A,Limit Signal 4
3/12/2016,10:35:53,3/12/2016,10:36:08,AlarmRateRamp|10405,Q6,AlarmRateRamp|10405Q6,I&C ALARM,N/A,Limit Signal 5
3/12/2016,10:36:02,3/12/2016,10:36:08,AlarmRateRamp|10406,Q1,AlarmRateRamp|10406Q1,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
3/12/2016,10:36:09,3/12/2016,10:37:02,AlarmRateRamp|10407,Q2,AlarmRateRamp|10407Q2,ALARM,N/A,Limit Signal 1
3/12/2016,10:36:18,3/12/2016,10:37:02,AlarmRateRamp|10408,Q3,AlarmRateRamp|10408Q3,WARNING,N/A,Limit Signal 2
3/12/2016,10:36:28,3/12/2016,10:37:02,AlarmRateRamp|10409,Q4,AlarmRateRamp|10409Q4,WARNING,N/A,Limit Signal 3
3/12/2016,10:36:38,3/12/2016,10:37:02,AlarmRateRamp|10356,Q4,AlarmRateRamp|10356Q4,TOLERANCE,N/A,Limit Signal 4
3/12/2016,10:36:47,3/12/2016,10:37:02,AlarmRateRamp|10410,Q5,AlarmRateRamp|10410Q5,I&C ALARM,N/A,Limit Signal 5
3/12/2016,10:36:57,3/12/2016,10:37:02,AlarmRateRamp|10356,Q5,AlarmRateRamp|10356Q5,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
3/12/2016,10:37:03,3/12/2016,10:37:56,AlarmRateRamp|10411,Q6,AlarmRateRamp|10411Q6,ALARM,N/A,Limit Signal 1
3/12/2016,10:37:12,3/12/2016,10:37:56,AlarmRateRamp|10356,Q6,AlarmRateRamp|10356Q6,WARNING,N/A,Limit Signal 2
3/12/2016,10:37:22,3/12/2016,10:37:56,AlarmRateRamp|10412,Q1,AlarmRateRamp|10412Q1,WARNING,N/A,Limit Signal 3
